item,itemLabel
http://www.wikidata.org/entity/Q1277626,Tharu people
http://www.wikidata.org/entity/Q1280677,Serbs of Croatia
http://www.wikidata.org/entity/Q1282294,Gujarati people
http://www.wikidata.org/entity/Q1287326,Edo people
http://www.wikidata.org/entity/Q1234581,Igorot people
http://www.wikidata.org/entity/Q1263088,Seri people
http://www.wikidata.org/entity/Q1267932,Shilha people
http://www.wikidata.org/entity/Q1294018,Adi people
http://www.wikidata.org/entity/Q1307911,chicano
http://www.wikidata.org/entity/Q1311522,Samo people
http://www.wikidata.org/entity/Q1299584,Sogdo
http://www.wikidata.org/entity/Q1248791,Nakota
http://www.wikidata.org/entity/Q1235363,Dunlendings
http://www.wikidata.org/entity/Q1257826,Lenca people
http://www.wikidata.org/entity/Q1258854,Brahui people
http://www.wikidata.org/entity/Q1281344,Teso people
http://www.wikidata.org/entity/Q1290600,Visayans
http://www.wikidata.org/entity/Q1339276,Chinese Tatars
http://www.wikidata.org/entity/Q1346254,Gilaki people
http://www.wikidata.org/entity/Q1365830,Romani people in Spain
http://www.wikidata.org/entity/Q1377716,Belgians
http://www.wikidata.org/entity/Q1284276,Wichís
http://www.wikidata.org/entity/Q1283203,Guaymí people
http://www.wikidata.org/entity/Q1109328,Q1109328
http://www.wikidata.org/entity/Q1137419,Quiché
http://www.wikidata.org/entity/Q1074730,Chiricahua
http://www.wikidata.org/entity/Q1007723,Gallaeci
http://www.wikidata.org/entity/Q1056744,Italian Argentines
http://www.wikidata.org/entity/Q1060050,Afro-Russian
http://www.wikidata.org/entity/Q1060991,Chamorro people
http://www.wikidata.org/entity/Q1071516,Chhetri
http://www.wikidata.org/entity/Q1087991,Portuguese Africans
http://www.wikidata.org/entity/Q1091659,Tenharim
http://www.wikidata.org/entity/Q1105014,Kokama
http://www.wikidata.org/entity/Q1111240,Chamar
http://www.wikidata.org/entity/Q1115469,Khorchin Mongols
http://www.wikidata.org/entity/Q1132647,Otomi
http://www.wikidata.org/entity/Q1137067,Ovambo people
http://www.wikidata.org/entity/Q1140588,Russian Americans
http://www.wikidata.org/entity/Q1144444,Tamang people
http://www.wikidata.org/entity/Q1167192,Hesquiaht First Nation
http://www.wikidata.org/entity/Q1187403,Mongols in China
http://www.wikidata.org/entity/Q1065371,Italian Brazilians
http://www.wikidata.org/entity/Q1075929,African people
http://www.wikidata.org/entity/Q1090791,Piapoco
http://www.wikidata.org/entity/Q1085692,Kaskaskia
http://www.wikidata.org/entity/Q992401,Brulé
http://www.wikidata.org/entity/Q1041917,Spanish American
http://www.wikidata.org/entity/Q978982,Xavante
http://www.wikidata.org/entity/Q980647,Nzakara
http://www.wikidata.org/entity/Q1055319,Meskhetian Turks
http://www.wikidata.org/entity/Q1075293,Irish Americans
http://www.wikidata.org/entity/Q1124812,ghost in the Harry Potter universe
http://www.wikidata.org/entity/Q1144579,Doukhobors
http://www.wikidata.org/entity/Q1145774,Proto-Indo-Europeans
http://www.wikidata.org/entity/Q1166540,Darod
http://www.wikidata.org/entity/Q1179410,Piaroa
http://www.wikidata.org/entity/Q1129467,Converso
http://www.wikidata.org/entity/Q1003839,Fremen
http://www.wikidata.org/entity/Q1014854,Romani people in Burgenland
http://www.wikidata.org/entity/Q1076809,Talaxian
http://www.wikidata.org/entity/Q1092641,Luxembourgers
http://www.wikidata.org/entity/Q1129737,Lezgian people
http://www.wikidata.org/entity/Q1135531,Samoans
http://www.wikidata.org/entity/Q1144501,Gwich'in people
http://www.wikidata.org/entity/Q1150312,Greek American
http://www.wikidata.org/entity/Q1156766,Japanese American
http://www.wikidata.org/entity/Q1180117,Musulamii
http://www.wikidata.org/entity/Q1038097,Ocampa
http://www.wikidata.org/entity/Q1065583,Potawatomi
http://www.wikidata.org/entity/Q1130145,Naga people
http://www.wikidata.org/entity/Q1003039,Chinese Singaporeans
http://www.wikidata.org/entity/Q1058855,Chagossians
http://www.wikidata.org/entity/Q1163411,Kāti Māmoe
http://www.wikidata.org/entity/Q1165171,Iraqi Turkmens
http://www.wikidata.org/entity/Q1165960,Ngbaka people
http://www.wikidata.org/entity/Q1189552,Polish Americans
http://www.wikidata.org/entity/Q1057292,Don Cossacks
http://www.wikidata.org/entity/Q1028240,Kayapo people
http://www.wikidata.org/entity/Q1061510,Egyptians
http://www.wikidata.org/entity/Q1076173,Zaporozhian Cossacks
http://www.wikidata.org/entity/Q1094510,New Christian
http://www.wikidata.org/entity/Q1113048,Iranian American
http://www.wikidata.org/entity/Q1124697,Patawomeck
http://www.wikidata.org/entity/Q1130350,Minangkabau people
http://www.wikidata.org/entity/Q1130557,negro
http://www.wikidata.org/entity/Q973846,Poles in Lithuania
http://www.wikidata.org/entity/Q991487,Nzema East Municipal District
http://www.wikidata.org/entity/Q1047264,Wampanoag people
http://www.wikidata.org/entity/Q1071514,Russians in Finland
http://www.wikidata.org/entity/Q1099047,Tembé people
http://www.wikidata.org/entity/Q1137355,Kwakwaka'wakw
http://www.wikidata.org/entity/Q1138224,Cowlitz people
http://www.wikidata.org/entity/Q974693,Italian Americans
http://www.wikidata.org/entity/Q1025746,Cagot
http://www.wikidata.org/entity/Q1050285,Silvan Elves
http://www.wikidata.org/entity/Q1076166,Drúedain
http://www.wikidata.org/entity/Q1112181,Ngāti Whātua
http://www.wikidata.org/entity/Q1130204,Coloured
http://www.wikidata.org/entity/Q1131790,Cora people
http://www.wikidata.org/entity/Q1138165,Ngāti Kahungunu
http://www.wikidata.org/entity/Q1146100,Chinese Americans
http://www.wikidata.org/entity/Q1154419,Kombe people
http://www.wikidata.org/entity/Q1157736,Carrier people
http://www.wikidata.org/entity/Q1189854,Lebanese Venezuelan
http://www.wikidata.org/entity/Q1162132,Wixarika
http://www.wikidata.org/entity/Q975894,Lugbara people
http://www.wikidata.org/entity/Q1028268,Terena people
http://www.wikidata.org/entity/Q1042001,Polynesians
http://www.wikidata.org/entity/Q1058496,Dutch American
http://www.wikidata.org/entity/Q1092654,T'satsąot'ınę
http://www.wikidata.org/entity/Q1117020,Kurds in Turkey
http://www.wikidata.org/entity/Q1123923,Nez Perce people
http://www.wikidata.org/entity/Q1124032,Fur people
http://www.wikidata.org/entity/Q1143462,Chin people
http://www.wikidata.org/entity/Q1143929,Kamba people
http://www.wikidata.org/entity/Q1144461,Japanese Brazilians
http://www.wikidata.org/entity/Q1151764,Hayato people
http://www.wikidata.org/entity/Q1153020,Klemantan people
http://www.wikidata.org/entity/Q1186527,Dogrib people
http://www.wikidata.org/entity/Q1189494,Malaysian Indian people
http://www.wikidata.org/entity/Q1002570,Bugis people
http://www.wikidata.org/entity/Q1117594,Güetar
http://www.wikidata.org/entity/Q873625,Brazilians
http://www.wikidata.org/entity/Q875556,Israelis
http://www.wikidata.org/entity/Q837881,Lemkos
http://www.wikidata.org/entity/Q846570,Americans
http://www.wikidata.org/entity/Q840530,Dai people
http://www.wikidata.org/entity/Q840454,West Slavs
http://www.wikidata.org/entity/Q841576,Iapyges
http://www.wikidata.org/entity/Q841744,Sarakatsani
http://www.wikidata.org/entity/Q844307,Gurage people
http://www.wikidata.org/entity/Q851575,Gitxsan
http://www.wikidata.org/entity/Q856676,Kokang people
http://www.wikidata.org/entity/Q864920,Toucouleur people
http://www.wikidata.org/entity/Q866036,Bisaya
http://www.wikidata.org/entity/Q897309,Remans
http://www.wikidata.org/entity/Q905467,Rai people
http://www.wikidata.org/entity/Q923163,Roma in Romania
http://www.wikidata.org/entity/Q941391,Snohomish tribe
http://www.wikidata.org/entity/Q954810,Welayta people
http://www.wikidata.org/entity/Q957298,Wiradjuri
http://www.wikidata.org/entity/Q959419,Sicels
http://www.wikidata.org/entity/Q851761,Midian
http://www.wikidata.org/entity/Q968848,Bohemian
http://www.wikidata.org/entity/Q841325,Qiang
http://www.wikidata.org/entity/Q840648,Sinti
http://www.wikidata.org/entity/Q842438,British people
http://www.wikidata.org/entity/Q842874,Coharie
http://www.wikidata.org/entity/Q844328,Meherrin
http://www.wikidata.org/entity/Q845686,Te Aupōuri
http://www.wikidata.org/entity/Q854323,Punjabis
http://www.wikidata.org/entity/Q878607,Syrians
http://www.wikidata.org/entity/Q887850,Greenlandic Inuit people
http://www.wikidata.org/entity/Q920233,Chaga people
http://www.wikidata.org/entity/Q934750,Wenatchi
http://www.wikidata.org/entity/Q950097,Mississaugas
http://www.wikidata.org/entity/Q962760,Trinovantes
http://www.wikidata.org/entity/Q836076,Lipka Tatars
http://www.wikidata.org/entity/Q845985,Negrito
http://www.wikidata.org/entity/Q847603,Dayak people
http://www.wikidata.org/entity/Q857626,Lisu people
http://www.wikidata.org/entity/Q862529,Marehan
http://www.wikidata.org/entity/Q844091,Calabar
http://www.wikidata.org/entity/Q907924,Plains Indians
http://www.wikidata.org/entity/Q926384,Kayan people
http://www.wikidata.org/entity/Q945958,Hungarians in Serbia
http://www.wikidata.org/entity/Q861054,Xianbei
http://www.wikidata.org/entity/Q862086,Indians
http://www.wikidata.org/entity/Q836699,Romanians in Hungary
http://www.wikidata.org/entity/Q838071,Cardassian
http://www.wikidata.org/entity/Q838239,Andorian
http://www.wikidata.org/entity/Q843392,Wa people
http://www.wikidata.org/entity/Q852431,Puebloan peoples
http://www.wikidata.org/entity/Q888553,Kalaallit
http://www.wikidata.org/entity/Q918556,Pamunkey
http://www.wikidata.org/entity/Q924827,Human from Star Trek
http://www.wikidata.org/entity/Q932241,Massachusett people
http://www.wikidata.org/entity/Q946371,Ghorbati
http://www.wikidata.org/entity/Q877377,Pumi
http://www.wikidata.org/entity/Q833796,Greeks in Germany
http://www.wikidata.org/entity/Q838452,Tagbanwa people
http://www.wikidata.org/entity/Q840534,Monpa people
http://www.wikidata.org/entity/Q846122,Turks in the Netherlands
http://www.wikidata.org/entity/Q848299,Silt'e people
http://www.wikidata.org/entity/Q848624,Alaska Natives
http://www.wikidata.org/entity/Q849967,Celtic Britons
http://www.wikidata.org/entity/Q852486,Rapa Nui people
http://www.wikidata.org/entity/Q855178,Csángós
http://www.wikidata.org/entity/Q857542,Jingpo people
http://www.wikidata.org/entity/Q868179,Tungusic peoples
http://www.wikidata.org/entity/Q893594,Puerto Ricans
http://www.wikidata.org/entity/Q894756,Botocudo people
http://www.wikidata.org/entity/Q897129,Romani people in Hungary
http://www.wikidata.org/entity/Q932574,Emishi
http://www.wikidata.org/entity/Q940348,Bosniaks
http://www.wikidata.org/entity/Q947650,Osage Nation
http://www.wikidata.org/entity/Q951201,Ukrainians in Poland
http://www.wikidata.org/entity/Q956264,Miami people
http://www.wikidata.org/entity/Q878275,Palaung people
http://www.wikidata.org/entity/Q891077,Wayuu people
http://www.wikidata.org/entity/Q905498,Chinese people in Japan
http://www.wikidata.org/entity/Q924425,Cadusii
http://www.wikidata.org/entity/Q948126,Hungarian Americans
http://www.wikidata.org/entity/Q958259,Black Europeans of African ancestry
http://www.wikidata.org/entity/Q932244,Sinhalese
http://www.wikidata.org/entity/Q847913,ǃKung people
http://www.wikidata.org/entity/Q852944,Carnutes
http://www.wikidata.org/entity/Q857880,French Canadians
http://www.wikidata.org/entity/Q864717,Te Arawa
http://www.wikidata.org/entity/Q871904,New Zealanders
http://www.wikidata.org/entity/Q891146,Armenians in the Ottoman Empire
http://www.wikidata.org/entity/Q927706,Mongo people
http://www.wikidata.org/entity/Q930821,Meitei people
http://www.wikidata.org/entity/Q933163,Rutul people
http://www.wikidata.org/entity/Q939852,Salian Franks
http://www.wikidata.org/entity/Q852205,Monguor people
http://www.wikidata.org/entity/Q854970,Bhil people
http://www.wikidata.org/entity/Q899213,Spanish Argentines
http://www.wikidata.org/entity/Q925772,Ohkay Owingeh
http://www.wikidata.org/entity/Q952720,Papel people
http://www.wikidata.org/entity/Q955944,Franco-Ontarian
http://www.wikidata.org/entity/Q863284,Indigenous people in Canada
http://www.wikidata.org/entity/Q716321,Orion
http://www.wikidata.org/entity/Q690869,Ruthenians
http://www.wikidata.org/entity/Q691819,Houara
http://www.wikidata.org/entity/Q702220,Pennsylvania Dutch
http://www.wikidata.org/entity/Q707133,Taiwanese
http://www.wikidata.org/entity/Q715978,Koreans in China
http://www.wikidata.org/entity/Q727307,Naimans
http://www.wikidata.org/entity/Q739111,Armenians in Hungary
http://www.wikidata.org/entity/Q794439,Fijians
http://www.wikidata.org/entity/Q826591,Nahuas
http://www.wikidata.org/entity/Q722913,Polans
http://www.wikidata.org/entity/Q804378,Baker Lake
http://www.wikidata.org/entity/Q804970,Liu
http://www.wikidata.org/entity/Q677863,Aedui
http://www.wikidata.org/entity/Q727928,Asian Americans
http://www.wikidata.org/entity/Q686949,Cajun
http://www.wikidata.org/entity/Q753880,Jurchen people
http://www.wikidata.org/entity/Q678551,American Jews
http://www.wikidata.org/entity/Q695067,Colville tribe
http://www.wikidata.org/entity/Q701676,Atayal
http://www.wikidata.org/entity/Q703353,Tai peoples
http://www.wikidata.org/entity/Q749854,Gamo people
http://www.wikidata.org/entity/Q750947,Pawnee people
http://www.wikidata.org/entity/Q752526,Galicians
http://www.wikidata.org/entity/Q765637,Lotud
http://www.wikidata.org/entity/Q798284,Bakhtiari people
http://www.wikidata.org/entity/Q830038,Ferengi
http://www.wikidata.org/entity/Q771071,Juif
http://www.wikidata.org/entity/Q830155,Bessi
http://www.wikidata.org/entity/Q771405,South Asia
http://www.wikidata.org/entity/Q682079,Sundanese people
http://www.wikidata.org/entity/Q682597,Kipchaks
http://www.wikidata.org/entity/Q683045,Armenians in Syria
http://www.wikidata.org/entity/Q721854,Swahili people
http://www.wikidata.org/entity/Q726673,Swedish-speaking population of Finland
http://www.wikidata.org/entity/Q737671,Nuristani people
http://www.wikidata.org/entity/Q748994,Dúnedain
http://www.wikidata.org/entity/Q788819,Bajoran
http://www.wikidata.org/entity/Q797536,Peranakan
http://www.wikidata.org/entity/Q805841,Luba people
http://www.wikidata.org/entity/Q806017,Bamileke people
http://www.wikidata.org/entity/Q811078,Teke people
http://www.wikidata.org/entity/Q732317,Ewe
http://www.wikidata.org/entity/Q692312,Gaels
http://www.wikidata.org/entity/Q756716,Moravians
http://www.wikidata.org/entity/Q682975,Patamona people
http://www.wikidata.org/entity/Q699958,Danube Swabians
http://www.wikidata.org/entity/Q702193,German-Russians
http://www.wikidata.org/entity/Q713003,Sakhalin Koreans
http://www.wikidata.org/entity/Q728528,Kankalis
http://www.wikidata.org/entity/Q750479,Lahu people
http://www.wikidata.org/entity/Q803905,Bainuk people
http://www.wikidata.org/entity/Q810714,Batak people
http://www.wikidata.org/entity/Q813961,Beja people
http://www.wikidata.org/entity/Q817287,Bene Israel
http://www.wikidata.org/entity/Q828398,Hutsuls
http://www.wikidata.org/entity/Q819186,Mandinka people
http://www.wikidata.org/entity/Q702718,British Jews
http://www.wikidata.org/entity/Q709963,Truku people
http://www.wikidata.org/entity/Q726205,Hungarians in Ukraine
http://www.wikidata.org/entity/Q756608,Tangut people
http://www.wikidata.org/entity/Q769092,Xakriabá people
http://www.wikidata.org/entity/Q785378,White South Africans
http://www.wikidata.org/entity/Q699483,Arrernte
http://www.wikidata.org/entity/Q799929,Gisu people
http://www.wikidata.org/entity/Q804639,Balanta people
http://www.wikidata.org/entity/Q806902,Bannock people
http://www.wikidata.org/entity/Q810917,Tswana people
http://www.wikidata.org/entity/Q701314,Burgenland Croats
http://www.wikidata.org/entity/Q704608,Turks in Germany
http://www.wikidata.org/entity/Q715238,Paiwan people
http://www.wikidata.org/entity/Q720982,Crimean Karaites
http://www.wikidata.org/entity/Q800236,Bahawalpur State
http://www.wikidata.org/entity/Q804468,Bakoena
http://www.wikidata.org/entity/Q815763,Heiltsuk people
http://www.wikidata.org/entity/Q821915,Sto:lo
http://www.wikidata.org/entity/Q822279,Nuer people
http://www.wikidata.org/entity/Q673161,Bouyei people
http://www.wikidata.org/entity/Q697914,Taiwanese Plains Aborigines
http://www.wikidata.org/entity/Q703914,Hoklo people
http://www.wikidata.org/entity/Q706500,Puyuma people
http://www.wikidata.org/entity/Q710817,Sakizaya people
http://www.wikidata.org/entity/Q711083,Koryo-saram
http://www.wikidata.org/entity/Q726665,Asháninka people
http://www.wikidata.org/entity/Q740417,Shan people
http://www.wikidata.org/entity/Q757258,Guna people
http://www.wikidata.org/entity/Q787519,Arab Americans
http://www.wikidata.org/entity/Q793575,Zande people
http://www.wikidata.org/entity/Q799815,Baga people
http://www.wikidata.org/entity/Q817393,Black people
http://www.wikidata.org/entity/Q682808,Assiniboine people
http://www.wikidata.org/entity/Q689831,Oirats
http://www.wikidata.org/entity/Q700469,Germans of Romania
http://www.wikidata.org/entity/Q707464,Seediq people
http://www.wikidata.org/entity/Q748316,Temne people
http://www.wikidata.org/entity/Q768212,Turco-Mongol
http://www.wikidata.org/entity/Q804127,Bajau people
http://www.wikidata.org/entity/Q804430,Kiga people of Kigezi
http://www.wikidata.org/entity/Q816665,Benadiri people
http://www.wikidata.org/entity/Q776280,Mahicanos homosesuales mentira
http://www.wikidata.org/entity/Q498700,Gorals
http://www.wikidata.org/entity/Q504574,Nanai people
http://www.wikidata.org/entity/Q508194,Lurs
http://www.wikidata.org/entity/Q532932,Castizo
http://www.wikidata.org/entity/Q498640,Creole
http://www.wikidata.org/entity/Q547748,Cahuilla people
http://www.wikidata.org/entity/Q574548,Negev Bedouin
http://www.wikidata.org/entity/Q579014,Rutuli
http://www.wikidata.org/entity/Q579597,Narungga
http://www.wikidata.org/entity/Q580659,Yaghan people
http://www.wikidata.org/entity/Q637979,Swiss Americans
http://www.wikidata.org/entity/Q643103,Asmat people
http://www.wikidata.org/entity/Q548828,Huron
http://www.wikidata.org/entity/Q582779,Sikh
http://www.wikidata.org/entity/Q504685,Bambara
http://www.wikidata.org/entity/Q510048,Mandan
http://www.wikidata.org/entity/Q618073,Desano
http://www.wikidata.org/entity/Q605340,Wari
http://www.wikidata.org/entity/Q570868,Hebrews
http://www.wikidata.org/entity/Q539051,Greeks
http://www.wikidata.org/entity/Q622728,Chickasaw
http://www.wikidata.org/entity/Q659307,Jicarilla Apache
http://www.wikidata.org/entity/Q495751,Mi'kmaq
http://www.wikidata.org/entity/Q528981,Ijaw people
http://www.wikidata.org/entity/Q579080,Iranian Georgians
http://www.wikidata.org/entity/Q610315,Kven people
http://www.wikidata.org/entity/Q617376,Apalachicola people
http://www.wikidata.org/entity/Q626136,Arapaho people
http://www.wikidata.org/entity/Q637909,Mon people
http://www.wikidata.org/entity/Q640605,Yamato people
http://www.wikidata.org/entity/Q645118,Phanariotes
http://www.wikidata.org/entity/Q648255,Kabyle people
http://www.wikidata.org/entity/Q663389,Sudeten Germans
http://www.wikidata.org/entity/Q633375,Karo people
http://www.wikidata.org/entity/Q577055,Sahrawi people
http://www.wikidata.org/entity/Q561041,German diaspora
http://www.wikidata.org/entity/Q501837,Mizrahi Jews
http://www.wikidata.org/entity/Q503333,Hidatsa people
http://www.wikidata.org/entity/Q518365,Hungarians in Romania
http://www.wikidata.org/entity/Q541508,Anglo-Normans
http://www.wikidata.org/entity/Q581921,Mexican American
http://www.wikidata.org/entity/Q536129,Tlingit
http://www.wikidata.org/entity/Q584462,Bats people
http://www.wikidata.org/entity/Q604606,Pazeh people
http://www.wikidata.org/entity/Q623215,Mixtec people
http://www.wikidata.org/entity/Q623783,Kusunda people
http://www.wikidata.org/entity/Q629716,Micronesians
http://www.wikidata.org/entity/Q641337,Mamprusi people
http://www.wikidata.org/entity/Q654205,Tuatha Dé Danann
http://www.wikidata.org/entity/Q671082,Mozarab
http://www.wikidata.org/entity/Q541692,Trill
http://www.wikidata.org/entity/Q500272,Samnites
http://www.wikidata.org/entity/Q509590,Corsicans
http://www.wikidata.org/entity/Q518188,Czech Americans
http://www.wikidata.org/entity/Q527141,Portuguese Venezuelan
http://www.wikidata.org/entity/Q533312,Koreans in Japan
http://www.wikidata.org/entity/Q552421,Hivite
http://www.wikidata.org/entity/Q577576,Sotho people
http://www.wikidata.org/entity/Q579104,Korean Australian
http://www.wikidata.org/entity/Q598406,Ohlone people
http://www.wikidata.org/entity/Q612976,Pare people
http://www.wikidata.org/entity/Q617532,Serrano people
http://www.wikidata.org/entity/Q627897,Ga-Adangbe people
http://www.wikidata.org/entity/Q640090,Kongo people
http://www.wikidata.org/entity/Q660947,Hakka people
http://www.wikidata.org/entity/Q661423,Beothuk people
http://www.wikidata.org/entity/Q672268,Basa people
http://www.wikidata.org/entity/Q495760,Chilcotin people
http://www.wikidata.org/entity/Q504912,Tuscarora people
http://www.wikidata.org/entity/Q509276,Zoque people
http://www.wikidata.org/entity/Q510023,Paiute people
http://www.wikidata.org/entity/Q537784,Nuu-chah-nulth people
http://www.wikidata.org/entity/Q569237,Huilliche people
http://www.wikidata.org/entity/Q576065,Ancient Macedonians
http://www.wikidata.org/entity/Q672394,Turks in Austria
http://www.wikidata.org/entity/Q503963,Bamar
http://www.wikidata.org/entity/Q524007,Newar people
http://www.wikidata.org/entity/Q536116,Odawa
http://www.wikidata.org/entity/Q571813,Antes people
http://www.wikidata.org/entity/Q571942,Russian Mennonite
http://www.wikidata.org/entity/Q572665,Kanuri people
http://www.wikidata.org/entity/Q581780,Banu Khazraj
http://www.wikidata.org/entity/Q588574,Tujia people
http://www.wikidata.org/entity/Q606616,mercheros
http://www.wikidata.org/entity/Q625438,Rakhine people
http://www.wikidata.org/entity/Q508292,Afro-Peruvian
http://www.wikidata.org/entity/Q568625,Bitterroot Salish
http://www.wikidata.org/entity/Q581098,Betazoid
http://www.wikidata.org/entity/Q644450,Bemba people
http://www.wikidata.org/entity/Q495767,Tagish people
http://www.wikidata.org/entity/Q497568,Innu people
http://www.wikidata.org/entity/Q510032,Gros Ventre people
http://www.wikidata.org/entity/Q541421,Saulteaux
http://www.wikidata.org/entity/Q543386,Oglala Lakota
http://www.wikidata.org/entity/Q557936,Anmatyerre
http://www.wikidata.org/entity/Q577316,Ndyuka people
http://www.wikidata.org/entity/Q592821,Dagbamba
http://www.wikidata.org/entity/Q642613,Shona people
http://www.wikidata.org/entity/Q657993,Yemenite Jews
http://www.wikidata.org/entity/Q606177,bimbache
http://www.wikidata.org/entity/Q417628,Akha
http://www.wikidata.org/entity/Q429921,Tarahumara
http://www.wikidata.org/entity/Q379636,Torres Strait Islanders
http://www.wikidata.org/entity/Q359882,Adnyamathanha
http://www.wikidata.org/entity/Q365539,Black Canadians
http://www.wikidata.org/entity/Q402392,Ahom people
http://www.wikidata.org/entity/Q491709,Spokane
http://www.wikidata.org/entity/Q415693,Akan people
http://www.wikidata.org/entity/Q485732,Quraysh
http://www.wikidata.org/entity/Q463180,American
http://www.wikidata.org/entity/Q464237,Amhara people
http://www.wikidata.org/entity/Q478289,Jews in Hungary
http://www.wikidata.org/entity/Q484472,Turkmens
http://www.wikidata.org/entity/Q485348,Bashkir people
http://www.wikidata.org/entity/Q491755,Coeur d'Alene people
http://www.wikidata.org/entity/Q392316,First Nations
http://www.wikidata.org/entity/Q457341,Asante
http://www.wikidata.org/entity/Q474202,Seminole
http://www.wikidata.org/entity/Q428713,Polans
http://www.wikidata.org/entity/Q473433,Ammon
http://www.wikidata.org/entity/Q483047,Ozbek
http://www.wikidata.org/entity/Q484206,Persians
http://www.wikidata.org/entity/Q403656,Baganda
http://www.wikidata.org/entity/Q478535,Ancient
http://www.wikidata.org/entity/Q357670,Adivasi
http://www.wikidata.org/entity/Q494699,Coushatta
http://www.wikidata.org/entity/Q377085,Assyrian people
http://www.wikidata.org/entity/Q383946,Lao people
http://www.wikidata.org/entity/Q388101,Anglo-Celtic Australians
http://www.wikidata.org/entity/Q444397,Mdewakanton
http://www.wikidata.org/entity/Q491747,Umatilla
http://www.wikidata.org/entity/Q450252,Alyawarre
http://www.wikidata.org/entity/Q476393,Murut people
